Unnamed: 0,Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC 1,PC 2,PC 3,class,CoinName
PLNC,Scrypt,PoW/PoS,17089600.0,38540000.0,-0.34332699670582895,1.0465449032473986,-0.6335787421863854,0,PLNCoin
ARCO,Scrypt,PoW/PoS,2449577.41533168,42000000.0,-0.3434817007039564,1.0465428150887086,-0.6335732879535125,0,AquariusCoin
KURT,X11,PoW,61364813.0,228000000.0,-0.21831311577735896,-0.963907652063387,0.10336932234446977,3,Kurrent
XCRE,PoS,PoS,20000000.0,20000000.0,-0.3375983457265473,1.3328465268694842,0.038845100605617695,0,Creatio
ENT,X11,PoW/PoS,6069482.07721352,60000000.0,-0.38269212307334166,1.1025494747785773,-0.5026515362456984,0,Eternity
EUC,SHA-256,PoW/PoS,12416554.0,20000000.0,-0.31099756124840733,0.8168694359472839,-0.40989912677126333,0,Eurocoin
BCF,Scrypt,PoW/PoS,20244023.640728,33000000.0,-0.34332771510645094,1.046548744139938,-0.6335798196483868,0,BitcoinFast
XSN,X11,TPoS,75590369.0,76500000.0,-0.36924526383004985,0.41259252512023414,-0.1775700375263484,0,Stakenet
BCCOIN,Scrypt,PoW/PoS,11080722.3769581,28000000.0,-0.3434754379208891,1.0465525051400992,-0.6335762597268684,0,BitConnect Coin
MONEY,Scrypt,PoW/PoS,10914418.0,650659833.0,-0.33905516786232875,1.0461121247560252,-0.6335888902522588,0,MoneyCoin
XNG,X11,PoW/PoS,814671.0,5000000.0,-0.38314709770487276,1.1025885031089033,-0.5026484320083817,0,Enigma
XCI,CryptoNight,PoW,978145.0,21000000.0,0.3019724314985773,-2.25984125396226,0.500919381959738,3,Cannabis Industry Coin
RC,Scrypt,PoW/PoS,8377873.0,144000000.0,-0.3426846714382816,1.0464705288684604,-0.6335776044689654,0,Russiacoin
PND,Scrypt,PoS,33813143821.8337,32514916898.0,0.35379843741203476,0.738486570993909,-0.2781054003880538,0,PandaCoin
UNITS,Scrypt,PoW/PoS,3472983.0,13000000.0,-0.343675134563861,1.046563300631203,-0.6335730829784508,0,GameUnits
GAKH,Scrypt,PoW/PoS,3315789.0,3315789.0,-0.3437458395313507,1.0465701537728302,-0.6335728262391914,0,GAKHcoin
ASAFE2,Quark,PoS,10517772.7391666,15000000.0,-0.33447960934852,1.2558514109959455,-0.12100686692487812,0,Allsafe
LTCR,QuBit,PoW/PoS,30227750.0,78835200.0,-0.3432856001149416,0.5964338470338548,-0.28943208610376364,0,LiteCreed
OS76,Scrypt,PoW,894026.0,2714286.0,-0.18127107636681,-1.0197663121906617,-0.0275267496660431,3,OsmiumCoin
BIC,CryptoNight,PoW,9357088.0,25000000.0,0.3021034469828979,-2.259844288466686,0.5009161384203855,3,Bikercoins
HXX,Lyra2RE,PoW,1876146.443596,9999999.0,-0.15699438688736073,-2.1120243727299077,0.2759758258249366,3,HexxCoin
KED,Scrypt,PoW/PoS,23965372.0,500000000.0,-0.3399653781100146,1.0462183609214313,-0.633590744057055,0,Klingon Empire Darsek
IOP,SHA-256,PoW/PoS,2526078.47525448,21000000.0,-0.3111115751489708,0.8168689711977801,-0.4098954147464349,0,Internet of People
KUSH,X11,PoW/PoS,5659096.95728771,9354000.0,-0.3830568507861757,1.1025853048993908,-0.5026503489286457,0,KushCoin
PRX,Scrypt,PoW/PoS,11821728.0,20000000.0,-0.3435231820262558,1.0465581450772639,-0.6335763762786092,0,Printerium
PAC,X11,PoW,536982074.0,100000000000.0,0.49612018579761663,-1.0344843903116174,0.10115592616112601,3,PacCoin
IMPCH,Scrypt,PoW/PoS,308179.0,21933333.0,-0.3436504428658685,1.0465570600132188,-0.6335720707742445,0,Impeach
CTL,CryptoNight-V7,PoW,10969318.522954,185000000.0,-0.14177138707978376,-2.1670766663176693,0.47114651085569004,3,Citadel
ZBC,Scrypt,PoS,2922613.96424908,55000000.0,-0.29077224217650244,0.7622733040751994,-0.2646845804206463,0,Zilbercoin
FRST,Scrypt,PoW/PoS ,110000000.0,110000000.0,-0.3135148009206854,0.5337822984306091,-0.6490278492178747,0,FirstCoin
BVC,Scrypt,PoW,3115258.0,3360000.0,-0.18123928969520825,-1.0197668233449546,-0.027527601064976814,3,BeaverCoin
FIND,X13,PoS,14524851.4827,14524851.4827,-0.21123388278749572,1.3504485756429223,-0.29301047608513026,0,FindCoin
VLTC,X11,PoW,30385540.0,1000000000.0,-0.21320951711191433,-0.9644528997380619,0.10336527545231805,3,VaultCoin
ZER,Equihash,PoW,6921653.89980891,17000000.0,-0.13602442749779695,-2.182322497536546,0.2331330501967628,3,Zero
CHAT,Scrypt,PoW/PoS,1000000000.0,1000000000.0,-0.32446197090968315,1.045840796954776,-0.6339692671481978,0,OpenChat
CDN,Scrypt,PoW,99843408.3158479,100000000.0,-0.1793684173270933,-1.019837545040344,-0.027566073837372848,3,Canada eCoin
ZOI,Lyra2RE,PoW,18545757.5,21000000.0,-0.15671213005343795,-2.112032561364936,0.27596931090214655,3,Zoin
RNS,Scrypt,PoS,36050365.0,34426423.0,-0.29051268775055317,0.7622870427213043,-0.2646966625752214,0,RenosCoin
DBIX,Dagger-Hashimoto,PoW,2232901.0,2232901.0,-0.15830678647891983,-2.0885367899466507,0.4903663120812956,3,DubaiCoin
XVP,X11,PoW/PoS,13162749.0858027,100000000.0,-0.382321169440513,1.102521010319258,-0.5026550284851119,0,VirtacoinPlus
TAJ,Blake2S,PoW/PoS,12184195.9258495,36900000.0,-0.41850655056906433,1.944762169796704,-0.8933879204012513,0,TajCoin
IMX,X11,PoW/PoS,110630387.850471,110000000.0,-0.38105658332109166,1.102511547785861,-0.5026920141143753,0,Impact
EB3,Scrypt,PoW,64096052.0,4000000000.0,-0.15210726497753324,-1.0225949954725548,-0.027632087484815125,3,EB3coin
ATMOS,PoS,PoS,111135836.889,110290030.0,-0.33584105465658276,1.332780433398133,0.03880886767594393,0,Atmos
HPC,X11,PoW/PoS,21521322.0099142,100000000.0,-0.38221881253631923,1.1025208053675923,-0.5026581827949871,0,HappyCoin
CXT,NIST5,PoW,10123200.0,48252000.0,-0.18263187967947303,-0.6224775476128829,-0.020964998022151172,3,Coinonat
MCRN,PoS,PoS,401421401.0,400000000.0,-0.33022869103938446,1.3325684143791916,0.038693415482839395,0,MacronCoin
RAIN,X11,PoW/PoS,121665451.643876,500000000.0,-0.37815156029247154,1.1022354445113065,-0.5027041288406723,0,Condensate
IMS,Scrypt,PoW/PoS,5368934.0,21212121.0,-0.34359359243193005,1.046557446010629,-0.6335739658703494,0,Independent Money System
ARGUS,Scrypt,PoW/PoS,1148324.0,28600000.0,-0.3435928061111167,1.0465523243238701,-0.6335725237272031,0,ArgusCoin
LMC,Scrypt,PoW/PoS,500000.0,1000000000.0,-0.3367015872497748,1.0458653046299242,-0.6335920816228114,0,LomoCoin
PROC,SHA-256,PoS,100545745.0,75000000000.0,0.2752221892668282,0.479576366164257,-0.04257174449177491,0,ProCurrency
XGR,X11,PoW/PoS,17171382.0,40000000.0,-0.3826982177696035,1.102563347827148,-0.5026553181047576,0,GoldReserve
BENJI,Scrypt,PoW,20276099.146524,35520400.0,-0.1808007302357384,-1.0197899899990008,-0.027534732732428336,3,BenjiRolls
GRW,Scrypt,PoS,295135466.361878,2000000000.0,-0.2733799386329616,0.7608905118740936,-0.2648345039767199,0,GrowthCoin
ILC,SHA-256,PoW,1317747500.0,2500000000.0,-0.11489046465032017,-1.2512535344868843,0.19560286914270292,3,ILCoin
PHR,PoS,PoS,11390225.9742772,30000000.0,-0.3376327559401966,1.3328396653473669,0.03884814585646926,0,Phreak
DEA,Scrypt,PoW/PoS,21358764.0,105000000.0,-0.34280269988391054,1.046497793847406,-0.6335817080847053,0,Degas Coin
HTML5,X15,PoW/PoS,40659020000.0,90000000000.0,0.9018432582772209,1.6297676624983386,-0.6917819072365304,0,HTML5 Coin
USC,SHA-256,PoS,10343113.0,200084200.0,-0.25713260688546646,0.5324818148469252,-0.04101286437244385,0,Ultimate Secure Cash
EQT,Scrypt,PoW,13673406.4325268,72000000.0,-0.18062249663228336,-1.0198156287844786,-0.027532984704417757,3,EquiTrader
QTUM,POS 3.0,PoS,100000000.0,100000000.0,-0.31800776189592567,1.2723025812039246,-0.09781214165076034,0,QTUM
QRL,CryptoNight-V7,PoW,69036016.8340164,105000000.0,-0.141628500105292,-2.1670215090435985,0.4711262288278686,3,Quantum Resistant Ledger
ESP,536,PoW/PoS,22801882871.0,50000000000.0,0.5863171913375138,1.6882328755750713,-1.0392002051264562,0,Espers
DYN,Argon2d,PoW,19784224.6512734,0.0,-0.1670164438078092,-2.0257644171827205,0.6297801940551947,3,Dynamic
NANO,Blake2b,PoW,133248297.0,340282367.0,-0.034791132417314394,-2.172505387537942,0.310275371618208,3,Nano
CHAN,Cloverhash,PoW,18407259.0885883,30000000.0,-0.15591703503952176,-2.0986025432211375,0.4390036441525279,3,ChanCoin
DCY,CryptoNight,PoW,1809467143.0,2000000000.0,0.33817413492571063,-2.2612852721090135,0.5001965617774379,3,Dinastycoin
DNR,NIST5,PoW/PoS,4171382.0,10000000.0,-0.34548513212150833,1.4438866033278677,-0.6270071225704118,0,Denarius
DP,X11,PoW,35138975.0,100000000.0,-0.21954336282173254,-0.9638164793023489,0.10338182865419307,3,DigitalPrice
VUC,NIST5,PoW/PoS,62942075.0,120000000.0,-0.34398419037089084,1.4438073633088884,-0.6270315435286483,0,Virta Unique Coin
BTPL,Skein,PoW/PoS,6804362.0,100000000.0,-0.42457765387785074,1.8978553248548355,-0.7322489346856873,0,Bitcoin Planet
UNIFY,Scrypt,PoW,18133195.0,19276800.0,-0.18094233833125653,-1.0197784489526363,-0.027533592920390083,3,Unify
BRIT,X13,PoW/PoS,21268092.0,30000000.0,-0.26365273409409024,1.6346977702856555,-0.6619024873374061,0,BritCoin
SOCC,Scrypt,PoW,5167775.0,75000000.0,-0.18070534752650255,-1.019817542016913,-0.02752983605520624,3,SocialCoin
ARC,X11,PoW,26042364.3735553,60000000.0,-0.21993884887805298,-0.9637879657211742,0.1033860769038274,3,ArcticCoin
DAS,X11,PoW,2622886.0,18900000.0,-0.22051754154924919,-0.9637583229545574,0.10339575265854117,3,DAS
LINDA,Scrypt,PoW/PoS,9044930943.24243,50000000000.0,0.12206604062988675,1.010987633001238,-0.6380041102469854,0,Linda
XLC,CryptoNight,PoW,14161803.0,54000000.0,0.30236825048756494,-2.2598649169143186,0.5009137340629082,3,LeviarCoin
ONION,X13,PoW/PoS,21917018.0492836,18898187.6216583,-0.26372363573238294,1.6347056062787322,-0.6619025059084332,0,DeepOnion
BTX,Time Travel,PoW,17801865.1605478,21000000.0,-0.1493722910131815,-2.1695739847326476,0.38606211105140437,3,Bitcore
GCN,Scrypt,PoW,163055097500.0,200000000000.0,3.2358855732763647,-1.165215135327688,-0.09313626277770963,3,gCn Coin
SMART,Keccak,PoW,2241009149.22257,5000000000.0,-0.12325285558722328,-1.1355787640643484,0.25695179163927384,3,SmartCash
SIGT,SkunkHash v2 Raptor,PoS,107972766.0,137500000.0,-0.31329789735923697,1.2037870935591644,-0.11393278673734687,0,Signatum
ONX,X11,PoW,122475638.389743,1100000000.0,-0.2113715774459962,-0.9645258841134808,0.10332848446555269,3,Onix
CRM,Skein,PoW/PoS,47331802.4774238,100000000.0,-0.42408136541092767,1.8978543311246245,-0.7322642286966218,0,Cream
BCH,SHA-256,PoW,17995589.6469082,21000000.0,-0.14841344806203952,-1.2494683588796027,0.19614389785922215,3,Bitcoin Cash
XMCC,X11,PoW/PoS,12569262.5359307,9507271.0,-0.38297114212652894,1.102585027059623,-0.5026529597714577,0,Monoeci
DFT,Scrypt,PoS,18663297.3489799,17405891.19707116,-0.2908464898866427,0.7622995070489368,-0.2646897541707768,0,Draftcoin
VET,VeChainThor Authority,Proof of Authority,55454734800.0,86712634466.0,4.285056339409101,4.357314954136648,5.829935159561734,1,Vechain
SOJ,Scrypt,PoW,485214.0,10500000000.0,-0.10672138478985817,-1.0271906473307137,-0.027740588691386587,3,Sojourn Coin
STCN,PoS,PoS,4000000.0,61599965.0,-0.3374988228141896,1.332817497059013,0.038850290553433316,0,Stakecoin
NYC,Scrypt,PoW,143006669741.687,0.0,1.5699210808995214,-1.0232708848174357,-0.0814933863263156,3,NewYorkCoin
FRAZ,Scrypt,PoW,9704042.0,20000000.0,-0.18104042316931823,-1.0197787537631857,-0.02753042671826905,3,FrazCoin
KRONE,Scrypt,PoW,17453749.4042601,84000000.0,-0.18049097613765921,-1.0198242086381044,-0.027534655935378474,3,Kronecoin
ACC,Scrypt,PoW,32646731.063036,100000000.0,-0.18019129031248943,-1.0198358973821782,-0.027540715544212516,3,AdCoin
LINX,Scrypt,PoW,33716526.0,100000000.0,-0.18017818988268347,-1.0198359236134804,-0.02754111925723426,3,Linx
XCXT,Scrypt,PoW/PoS,19539588.0,48252000.0,-0.34322801741560127,1.0465379742324696,-0.6335798647334699,0,CoinonatX
ETHD,Scrypt,PoW/PoS,4200000.0,4200000.0,-0.34372873179695523,1.0465695067220244,-0.6335731779427791,0,Ethereum Dark
SUMO,CryptoNight,PoW,8946653.0,88888888.0,0.3025521778898502,-2.25988946467,0.5009149908956728,3,Sumokoin
ODN,SHA-512,PoS,25000000.0,91388946.0,-0.1922603309814152,1.0892145566664282,-0.11293947506121434,0,Obsidian
ADA,Ouroboros,PoS,25927070538.0,45000000000.0,0.6755855064071308,1.189805014634418,0.1397129660860173,0,Cardano
REC,X11,PoW/PoS,7262402.04264803,27000000.0,-0.38291189023783684,1.1025727852178768,-0.5026513136986561,0,Regalcoin
BTCZ,Equihash,PoW,5211553258.01514,21000000000.0,0.07673734581224367,-2.1972906210473653,0.23074120573326465,3,BitcoinZ
TZC,NeoScrypt,PoW/PoS,182638400.0,400000000.0,-0.33022525521081114,0.4743800961536473,-0.35909476370482823,0,TrezarCoin
ELM,X11,PoW,2702855668.85288,1800000000.0,-0.17480131817034142,-0.9650842391896699,0.10234044567477502,3,Elements
TER,Scrypt,PoW/PoS,1140734.91680375,15733333.0,-0.34368428176014304,1.0465614246315966,-0.6335722585687569,0,TerraNovaCoin
VIVO,NeoScrypt,PoW,4165967.57499639,27000000.0,-0.1725512422848991,-1.5916886692608267,0.24702534141192192,3,VIVO Coin
RUP,Lyra2REv2,PoS,24000000.0,24000000.0,-0.29796950644169423,0.4804379624435121,0.021688722712605517,0,Rupee
BTG,Equihash,PoW,17202361.088994,21000000.0,-0.13587012350517724,-2.1823255786721063,0.23312908898064696,3,Bitcoin Gold
WOMEN,Scrypt,PoW/PoS,48459472454.0,25000000000.0,0.42716915272987,1.0277027740460893,-0.6523685022085591,0,WomenCoin
MAY,SHA-256,PoW/PoS,92050800.0,100000000.0,-0.3094541983699368,0.816810902254994,-0.40993080952886063,0,Theresa May Coin
NAMO,NIST5,PoW/PoS,560563220.0,1200000000.0,-0.33021998556177623,1.443031317283144,-0.6272413493471606,0,NamoCoin
LUX,PHI1612,PoW/PoS,8305775.31777569,60000000.0,-0.3691149931183034,1.635583734435554,-0.7531984190555966,0,LUXCoin
PIRL,Dagger,PoW,33986980.0,156306732.71,-0.1615586553986279,-2.0223668892743247,0.537272983846489,3,Pirl
XIOS,Scrypt,PoW/PoS,2149688.0,21000000.0,-0.34363452102234915,1.0465576749717356,-0.633572746685715,0,Xios
BTDX,Quark,PoW/PoS,30711550.5294042,200000000.0,-0.3855297353495422,1.5399803771227896,-0.4899074099261771,0,Bitcloud 2.0
EBST,Scrypt,PoW,99990001.493466,100000000.0,-0.1793666221852702,-1.0198375486347995,-0.027566129157857815,3,eBoost
KEK,POS 2.0,PoS,12330806.30517,21000000.0,-0.32318975567318775,1.1510140675478449,-0.1566599772028187,0,KekCoin
BLHC,Scrypt,PoW/PoS,16362544.992,14788275.991,-0.34350459150634355,1.0465617197979609,-0.6335779836218077,0,BlackholeCoin
XIN,SHA-256,PoS,8999999990.0,9000000000.0,-0.08454811752002904,0.5260375313632134,-0.044584720480345535,0,Infinity Economics
PURA,X11,PoW,175215859.0,350000000.0,-0.21605244698785647,-0.9639967298089087,0.10332387085438711,3,Pura
INN,NeoScrypt,PoW,6375259.04,45000000.0,-0.17239634677707696,-1.5917014541723025,0.24702414074178192,3,Innova
ELLA,Ethash,PoW,12756367.0,280000000.0,-0.15479221897309695,-1.9886349166809512,0.43024305932115803,3,Ellaism
GBX,NeoScrypt,PoW,5832306.875,31800000.0,-0.1724967457682088,-1.5916921049833028,0.24702461472763754,3,GoByte
MAG,X11,PoW/PoS,38198594.8342105,144000000.0,-0.3817020865341974,1.102489276855785,-0.5026653733333849,0,Magnet
TAU,DPoS,DPoS,288090567.493887,500000000.0,3.7116627699097386,2.534953984959962,-0.155082030319879,0,Lamden Tau
ECA,NIST5,PoW/PoS,28399150208.0,30000000000.0,0.21522985178543405,1.4219795332682954,-0.6383340190099308,0,Electra
BCD,X13,PoW/PoS,183534024.889807,210000000.0,-0.26038725679026786,1.634566484137584,-0.6619673917211776,0,Bitcoin Diamond
XSH,Multiple,PoW,481730566.566176,660000000.0,-0.10890159312946669,-1.8125471054341955,0.46369865338216865,3,SHIELD
CNBC,Scrypt,PoW/PoS,110976977.29338,210000000.0,-0.34095951886137665,1.0464213337658406,-0.6336176681736994,0,Cash & Back Coin
XUN,CryptoNight,PoW,19281821413.4924,85000000000.0,1.1416255486124915,-2.32041654881246,0.4919109423662507,3,UltraNote
COAL,CryptoNight,PoW,4500000.0,12500000.0,0.3019551898077762,-2.25983532857968,0.5009182261799454,3,BitCoal
DAXX,Ethash,PoW,520891780.0,10000000000.0,-0.0795355308423601,-1.9955219756163232,0.4298531542426583,3,DaxxCoin
BWK,NIST5,PoS,13247178.8807286,27716121.0,-0.29263683120678674,1.1596135458358285,-0.25812175763833256,0,Bulwark
KLKS,Quark,PoS,16955764.902064,20000000.0,-0.33436525995859695,1.2558477168201867,-0.12100939838502107,0,Kalkulus
AC3,X11,PoW,80316207.0,550000000.0,-0.21579410670285534,-0.9641358555399618,0.10335560641901219,3,AC3
LTHN,CryptoNight-V7,PoW,441250233.377,999481516.0,-0.13071760068134078,-2.1676632696803435,0.47096753025287724,3,Lethean
GER,Scrypt,PoW/PoS,4911500269.41,50000000000.0,0.07144912655677461,1.0110889844531652,-0.6364442601015555,0,GermanCoin
LTCU,Scrypt,PoW/PoS,8419402.321,150000000.0,-0.3426415491808126,1.0464662842702337,-0.6335777424545649,0,LiteCoin Ultra
POP,Scrypt,PoW,3964201248.87125,4999999999.0,-0.09724531048094759,-1.0233978891200308,-0.02912427219617361,3,PopularCoin
PNX,X11,PoW/PoS,45174214.1078625,50000000.0,-0.3822842795567536,1.1025555885663034,-0.5026660895073126,0,PhantomX
PHO,BLAKE256,PoW,30089671530.5228,90000000000.0,1.0998129754819685,-1.277848961969458,0.03768912646973583,3,Photon
SUCR,X11,PoW,4229040.50393462,19800000.0,-0.22049148094502832,-0.963758998874351,0.10339512819022431,3,Sucre
SPK,NeoScrypt,PoW,7847417.33355824,21000000.0,-0.17254877391147666,-1.591684515949805,0.24702407444122298,3,SparksPay
WAGE,Quark,PoS,27299680.0,120000000.0,-0.33352836273465825,1.2557767368558783,-0.12101534047024269,0,Digiwage
GUN,NeoScrypt,PoW,299797953.0,500000000.0,-0.1655716300541847,-1.592030453689144,0.2469041351429686,3,GunCoin
IRL,Scrypt,PoW,45483049.3398182,64000000.0,-0.1802897823078664,-1.0198107506482843,-0.027544825758686938,3,IrishCoin
TROLL,Scrypt,PoW/PoS,591022748.0,900000000.0,-0.3301804280176154,1.04592155138264,-0.6338128911213898,0,Trollcoin
LCP,Scrypt,PoW/PoS,2504486.227718,4000000.0,-0.3437509150731117,1.0465696897485766,-0.6335725340224877,0,Litecoin Plus
MONK,X11,PoS,4407252.0,21000000.0,-0.33037813119950044,0.8183167938144011,-0.13376096286789882,0,Monkey Project
PCOIN,X11,PoW,8478104.33969947,23000000.0,-0.22041672071061838,-0.9637613663037504,0.10339345946923652,3,Pioneer Coin
UBTC,SHA-256,PoW,20166000.0,20166000.0,-0.14839279308721004,-1.2494678222403133,0.19614309580390146,3,UnitedBitcoin
ITZ,C11,PoW,11916588.09471,23000000.0,-0.201052480063776,-1.2698130107948418,0.11227144271244684,3,Interzone
TPAY,POS 3.0,PoS,20445861.5344251,25000000.0,-0.3195146323815588,1.2723575766153739,-0.09778059105159996,0,TokenPay
MCT,Ethash,PoS,1618033.0,1618033.0,-0.26680311904792137,-0.20636110844053857,0.19309693827717306,3,1717 Masonic Commemorative Token
MBC,Scrypt,PoW and PoS,9399342.52839847,30000000.0,-0.3331906078631601,0.5862688445709351,-0.18364704821845187,0,My Big Coin
TRTL,CryptoNight,PoW,53139835213.77,1000000000000.0,8.054831241533767,-2.9683926845721875,0.46048099164598233,3,TurtleCoin
MUN,SkunkHash,PoW,4818338.98949984,16600000.0,-0.14442226601148475,-2.2226564344426207,0.18799525789605562,3,MUNcoin
USX,Scrypt,PoW/PoS,234846265.782157,232000000.0,-0.3392863976242592,1.046402736705844,-0.6336648617317446,0,Unified Society USDEX
NBR,CryptoNight,PoW,133932467.774108,336000000.0,0.3058377747243834,-2.2600673019399986,0.5008627869679008,3,Niobio Cash
SSS,Scrypt,PoW,10000000000.0,10000000000.0,0.012178923816792083,-1.0270822031235478,-0.0315039549170238,3,ShareChain
TRF,Dagger,PoW,107325266.027783,100000000.0,-0.1610604802453271,-2.0223288638375227,0.5372464557141872,3,Travelflex
KREDS,Lyra2REv2,PoW,643795911.540095,1100000000.0,-0.1728402351109898,-1.302414896020767,0.25858889217311964,3,KREDS
TOKC,X13,PoS,230298925.0,800000000.0,-0.2030129026682249,1.3498877471138981,-0.2931079160258767,0,Tokyo Coin
BBP,Proof-of-BibleHash,POBh,1772091549.88818,5200000000.0,-0.04784600004772475,-0.18762507535689804,22.52613843240619,1,BiblePay
LCC,SHA-256 + Hive,PoW + Hive,638382332.208514,840000000.0,-0.6074563884309894,6.70964182277876,8.955561321331881,1,LitecoinCash
FLIP,Scrypt,PoW,12446100.00278,40000000.0,-0.18086479897466984,-1.0197929662647065,-0.027531869211929984,3,BitFlip
LOT,Scrypt,PoW,14491014421.0,18406979840.0,0.1268834683332508,-1.033138270993801,-0.03337012914176027,3,LottoCoin
CIF,X11,PoW,211297638.500483,500000000.0,-0.2145452564200087,-0.9641037040300728,0.10330719668365221,3,Crypto Improvement Fund
SPD,C11,PoW/PoS,11251342.1879021,19340594.0,-0.3635953081174697,0.7965265444465611,-0.4937733820420283,0,Stipend
POA,Proof-of-Authority,PoA,204479039.0,252460800.0,-0.4313204014231873,3.9718534823891307,4.953804244394211,1,Poa Network
PUSHI,X11,PoW/PoS,2167827.1,25000000.0,-0.3829884816407137,1.1025743246631676,-0.502649350366281,0,Pushi
ELP,XEVAN,PoW/PoS,419275.38,60000000.0,-0.3202290868639982,1.5624270969221603,-0.4741502826428275,0,Ellerium
VLX,Scrypt,PoS,25570013.1348022,124000000.0,-0.2900048504797851,0.762223947593236,-0.2646945335703744,0,Velox
ONT,VBFT,PoS,650848625.0,1000000000.0,-0.3070193540703534,1.2931927524972417,-0.15266994624889516,0,Ontology
CLO,Ethash,PoW,247612453.0,6500000000.0,-0.10774003001567527,-1.9930398531986133,0.43002763235772723,3,Callisto Network
TUBE,CryptoNight,PoW,80049082.9057215,1000000000.0,0.3098938490048365,-2.260535603568581,0.5008695851400083,3,BitTube
PSD,Scrypt,PoW,4070212.1493016,21000000.0,-0.18110231129704915,-1.019779322885365,-0.027528321041749914,3,Poseidon
ADK,IMesh,PoW,25000000.0,25000000.0,-0.16439647959130313,-2.1501410428855143,0.4902672666925596,3,Aidos Kuneen
BSX,NIST5,PoW/PoS,13787854.6277781,50000000.0,-0.34508327997069455,1.4438580769997094,-0.62701156700256,0,Bitspace
BRIA,Scrypt,PoW/PoS,845637.81347436,3000000.0,-0.34377833118155326,1.0465704376867537,-0.6335718876302895,0,Briacoin
IC,Scrypt,PoW/PoS,1182153.5,5000000.0,-0.3437600057314713,1.0465690149087674,-0.6335720553937998,0,Ignition
BTL,Equihash,PoW,71355477.0,70000000.0,-0.13485896668508993,-2.182361562405764,0.2331076540975567,3,Bitrolium
MEDIC,Scrypt,PoS,267297676.3125,500000000.0,-0.28437425800871147,0.7619520894376183,-0.26479342033651465,0,MedicCoin
ALPS,Lyra2Z,PoW,27340501.6514783,300000000.0,-0.15588691336925375,-2.1370971463181423,0.3871586655715898,3,Alpenschillling
BITG,Green Protocol,PoS,9803691.3618195,21000000.0,-0.31068539840719006,1.294697781579597,0.058407984770799545,0,Bitcoin Green
DEV,PoS,PoS,21876586.8530324,88000000.0,-0.3370924102640161,1.3327983869498132,0.038843006210414074,0,Deviant Coin
ABJ,Scrypt,PoW/PoS,9880502.37178894,30000000.0,-0.3434759309353219,1.0465511200427722,-0.6335758475659574,0,Abjcoin
SEM,Semux BFT consensus,DPoS,1231147.0,100000000.0,3.881244056131707,2.5645604061026863,-0.1632186240409332,0,Semux
FTO,X11,PoW,31801461.1867843,100000000.0,-0.2195842331454979,-0.9638163974667268,0.10338308814584005,3,FuturoCoin
CARE,Quark,PoW/PoS,139739596.506702,200000000.0,-0.3841946063319614,1.539977703762177,-0.4899485542991672,0,Carebit
NZL,PoS,PoS,11075254.0929996,80000000.0,-0.3372814988350919,1.3328043099043663,0.03884724543953055,0,Zealium
XMC,CryptoNight,PoW,16016864.0,18400000.0,0.302138125792731,-2.2598397838260365,0.500913759737517,3,Monero Classic
PROTON,X16R,PoS,4403800.0,45000000.0,-0.2950746258752643,0.5492537330693698,0.05196409341240361,0,Proton
DEAL,Scrypt,PoW/PoS,1404157529.46026,5121951220.0,-0.2902374975925431,1.042915582126172,-0.6342058141607366,0,iDealCash
JUMP,NIST5,PoW,21069346.2522598,21000000.0,-0.18269138745358182,-0.6224585416716326,-0.020968573267535918,3,Jumpcoin
INFX,Lyra2RE,PoW,5097689.71077377,26280000.0,-0.15683931152825273,-2.1120359659695254,0.27597427822025405,3,Infinex
XBI,XEVAN,PoS/PoW,10904963.0923455,21000000.0,-0.27960920498257436,1.2005659948968275,-0.10072683617268305,0,Bitcoin Incognito
KEC,Tribus,PoW,795447.0,18000000.0,-0.1649711292243656,-2.058348512988829,0.46136884676492523,3,KEYCO
HWC,Scrypt,PoS,38706809.466535,26000000.0,-0.2905400044683529,0.7622929372853802,-0.2646974932713056,0,HollyWoodCoin
GIN,Lyra2Z,PoW,6986399.70430446,10500000.0,-0.15819227542986217,-2.1368918945052178,0.38717224831137215,3,GINcoin
PLTC,CryptoNight,PoW,84300.0,600000518.0,0.30607371145742773,-2.2602507378749297,0.5009079160100536,3,PlatinCoin
LOKI,CryptoNight Heavy,PoW,19153632.0,150000000.0,0.5673438784609339,-2.1055008893089773,0.5982773136437309,3,Loki
NCP,CryptoNight,PoW,41294520017.0,184000000000.0,2.1143133688823275,-2.390975367613349,0.48158574474279586,3,Newton Coin
SIC,Scrypt,PoW/PoS,10200000000.0,10200000000.0,-0.14646016315420626,1.0391083909910392,-0.63762865727659,0,Swisscoin
XT3,Scrypt,PoS,7630000.0154,44000000.0,-0.29079272187165733,0.7622809685469389,-0.2646861326253255,0,Xt3ch
MGD,Jump Consistent Hash,PoW,135862416.039898,168000000.0,-0.15223592653537327,-2.1261821931832787,0.4965196367057658,3,MassGrid
VIG,SHA-256D,PoW/PoS,33238183.7225834,100000000.0,-0.33771607923379654,1.8515688789564542,-0.743234583711644,0,TheVig
PLURA,CryptoNight,PoW,560085952.404637,1000000000.0,0.31577225531975944,-2.260547374041474,0.5006884316044136,3,PluraCoin
EMAR,Scrypt,PoW/PoS,21599339.6728,84000000.0,-0.342948901807782,1.046512640478264,-0.6335813707744951,0,EmaratCoin
